Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:2fzykVsO2Di5jnofUNX3YE,"Music","Music","Madonna",2000-09-19,225973,60,false,21v5kmjjmfuewr67762leauqy,2025-11-24T08:10:24Z,"","Warner Records",0.736,0.802,7,-8.527,1,0.0663,0.00149,0.0876,0.14,0.871,119.854,4
spotify:track:4fazGt0v2v2zkzddQOcDZD,"Don't Call Me Baby","Don't Call Me Baby","Madison Avenue",1999-01-01,228140,56,false,21v5kmjjmfuewr67762leauqy,2025-11-24T08:10:24Z,"","Vicious",0.808,0.982,3,-6.588,0,0.0311,0.0585,0.00689,0.35,0.961,124.999,4
spotify:track:4PGmnTtyAWnqXdAsbCB7TR,"Only Love","Only Love","Trademark",2000,243066,56,false,21v5kmjjmfuewr67762leauqy,2025-11-24T08:10:24Z,"","Na klar!",0.427,0.51,1,-6.282,0,0.0295,0.656,0,0.14,0.0991,121.717,4
spotify:track:5Mmk2ii6laakqfeCT7OnVD,"Thong Song","Unleash The Dragon","Sisqo",1999-11-30,253733,73,true,21v5kmjjmfuewr67762leauqy,2025-11-24T08:10:24Z,"","Def Jam Recordings",0.707,0.888,2,-6.959,1,0.0654,0.12,0.0000964,0.07,0.714,121.543,4
spotify:track:2AW37v0bDyuOzGP3XnmFuA,"It's Gonna Be Me","No Strings Attached","*NSYNC",2000-03-21,192426,74,false,21v5kmjjmfuewr67762leauqy,2025-11-24T08:10:24Z,"","Jive",0.636,0.873,0,-4.672,0,0.071,0.0407,0.00000127,0.0372,0.908,165.071,4
spotify:track:1pDylAt4nUPy2r72KRQDYX,"Flying Without Wings","Westlife","Westlife",1999-11-01,216266,65,false,21v5kmjjmfuewr67762leauqy,2025-11-24T08:10:24Z,"","RCA Records Label",0.457,0.488,8,-7.964,1,0.0301,0.326,0,0.154,0.283,72.517,4
spotify:track:45V4Mk7vZV2b9JfSWuUX9m,"Graduation (Friends Forever)","Vitamin C","Vitamin C",1999-08-31,340613,54,false,21v5kmjjmfuewr67762leauqy,2025-11-24T08:10:24Z,"","Elektra Records",0.583,0.637,0,-6.464,1,0.0459,0.00722,0.0419,0.177,0.315,80.004,4
spotify:track:6fA7akEuTUL3dW1V0GELaZ,"Bent","Mad Season","Matchbox Twenty",2000-05-23,256133,59,false,21v5kmjjmfuewr67762leauqy,2025-11-24T08:10:24Z,"post-grunge","Atlantic Records",0.518,0.83,6,-6.814,0,0.0386,0.0404,0.00000385,0.375,0.527,95.468,4
spotify:track:2TTYIwTM2iLC1YOyHuhRMt,"Lucky","Oops!... I Did It Again","Britney Spears",2000-05-16,206226,73,false,21v5kmjjmfuewr67762leauqy,2025-11-24T08:10:24Z,"pop","Jive",0.765,0.791,8,-5.707,1,0.0317,0.262,0.000154,0.0669,0.966,95.026,4
spotify:track:5bGmuxShUba9maPswDnhCs,"What a Girl Wants","Christina Aguilera (Expanded Edition)","Christina Aguilera",1999,215800,65,false,21v5kmjjmfuewr67762leauqy,2025-11-24T08:10:24Z,"","RCA Records Label",0.754,0.819,0,-6.833,1,0.112,0.0684,0,0.345,0.818,142.137,4
