Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:5wQnmLuC1W7ATsArWACrgW,"Welcome to the Black Parade","The Black Parade","My Chemical Romance",2006-10-20,311106,80,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:21:34Z,"emo,pop punk","Reprise",0.217,0.905,2,-4.103,1,0.0752,0.000289,0.00011,0.222,0.236,96.95,4
spotify:track:49FYlytm3dAAraYgpoJZux,"Umbrella","Good Girl Gone Bad: Reloaded","Rihanna;JAY-Z",2008-06-02,275986,84,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:21:34Z,"hip hop,east coast hip hop,rap","Def Jam Recordings",0.585,0.828,1,-4.603,1,0.124,0.00906,0,0.0426,0.584,174.034,4
spotify:track:4RCWB3V8V0dignt99LZ8vH,"Hey There Delilah","All That We Needed","Plain White T's",2005-01-25,232533,79,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:21:34Z,"","Fearless Records",0.658,0.291,2,-10.572,1,0.0292,0.872,0,0.114,0.295,103.962,4
spotify:track:07bKEBKomgNiayKwocf1Uq,"Smack That (made popular by Akon ft. Eminem) [backing version]","R&B Male Hits 8 (Backing Versions)","Party Tyme",2024-06-07,213376,0,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:21:34Z,"","Sybersound Records",0.859,0.698,5,-9.976,0,0.0977,0.0488,0.0000596,0.342,0.897,119.016,4
spotify:track:6RX5iL93VZ5fKmyvNXvF1r,"Irreplaceable","B'Day Deluxe Edition","Beyoncé",2007-05-29,227853,71,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:21:34Z,"","Columbia",0.447,0.694,7,-4.637,0,0.382,0.0293,0.00000546,0.167,0.509,175.868,4
spotify:track:18lR4BzEs7e3qzc0KVkTpU,"What I've Done","Minutes to Midnight","Linkin Park",2007-05-14,205226,85,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:21:34Z,"nu metal,rap metal,rock,alternative metal","Warner Records",0.627,0.935,5,-4.882,1,0.0324,0.0092,0,0.147,0.287,120.092,4
spotify:track:45hOioMDJktr86iKDHC8gr,"Girlfriend","The Best Damn Thing (Expanded Edition)","Avril Lavigne",2007-04-17,216600,76,true,21v5kmjjmfuewr67762leauqy,2025-11-22T09:21:34Z,"","RCA Records Label",0.56,0.959,7,-2.433,1,0.102,0.000722,0.000221,0.209,0.669,163.983,4
spotify:track:7I6DceMT3utDOHjcYCbrr4,"Don't Matter","Konvicted","Akon",2006-01-01,293053,77,true,21v5kmjjmfuewr67762leauqy,2025-11-22T09:21:34Z,"","Konvict/Upfront/SRC/Universal Records",0.798,0.443,2,-6.062,1,0.0402,0.244,0,0.326,0.354,125.231,4
spotify:track:67D9O4Oau629qirRXtTWCS,"Beautiful Girls","Sean Kingston","Sean Kingston",2008-03-11,241933,65,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:21:34Z,"","Epic/Beluga Heights",0.745,0.666,9,-5.899,1,0.0566,0.159,0,0.302,0.708,129.995,4
spotify:track:2ZoLqM7HCUS7qJXbCG5Hi9,"Bow Chi Bow (857)","Bow Chi Bow (857)","BEAUZ;SMACK",2025-07-18,132569,48,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:21:34Z,"hard techno,bass house,future house","Signatune",0.777,0.955,2,-3.282,1,0.208,0.026,0.0804,0.114,0.524,154.985,4
