Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:1EkLacfCJIJcHkJvxlkJKE,"Bad Girl Good Girl","A Class","miss A",2011-07-18,217560,61,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:35:49Z,"k-pop","Republic Records - JYP Entertainment",0.793,0.805,10,-4.224,1,0.0438,0.1,0.0000911,0.0641,0.508,135.987,4
spotify:track:0QqKvFZeDz117QeOJiZqpl,"죽어도 못 보내","잘못했어","2AM",2010-03-16,195906,49,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:35:49Z,"k-ballad,k-pop","Republic Records - JYP Entertainment",0.574,0.772,2,-3.093,1,0.03,0.207,0,0.151,0.543,136.857,4
spotify:track:22T59ClErOrgyWmXG7rUDd,"너에게 쓰는 편지 (Feat. Lyn)","180 Degree","MC MONG;Lyn",2004-04-23,208280,48,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:35:49Z,"k-ballad,k-rap,soundtrack","Genie Music Corporation",0.678,0.497,8,-6.812,1,0.0385,0.48,0,0.154,0.733,95.971,4
spotify:track:6v3ueki6LKvV7QcyPvb2XJ,"못해","4MEN 1st Live Album","4MEN",2015-11-10,272396,30,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:35:49Z,"k-ballad","Beyond Music",0.229,0.496,6,-6.092,1,0.0474,0.651,0,0.626,0.24,208.907,4
spotify:track:0QqKvFZeDz117QeOJiZqpl,"죽어도 못 보내","잘못했어","2AM",2010-03-16,195906,49,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:35:49Z,"k-ballad,k-pop","Republic Records - JYP Entertainment",0.574,0.772,2,-3.093,1,0.03,0.207,0,0.151,0.543,136.857,4
spotify:track:6VOG2ROMCklbn6SSg9mA9H,"Oh!","Oh! - The Second Album","Girls' Generation",2010-01-28,188533,60,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:35:49Z,"k-pop","SM Entertainment",0.759,0.966,2,-2.207,0,0.0416,0.0218,0.0000103,0.229,0.44,143.987,4
spotify:track:2vPgc8HOpJa7UryyVxjJmi,"2 Different Tears","2 Different Tears","Wonder Girls",2010-05-15,204080,32,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:35:49Z,"k-pop","Republic Records - JYP Entertainment",0.796,0.697,8,-6.363,0,0.0401,0.0965,0.0000383,0.0914,0.745,124.031,4
spotify:track:37srMwfKz7zltwXVnUqSMl,"너 때문에 미쳐","Breaking Heart","T-ARA",2010-02-23,194534,58,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:35:49Z,"k-pop","Beyond Music",0.714,0.784,10,-2.297,0,0.0412,0.00215,0.0499,0.0751,0.45,135.042,4
spotify:track:59Vw4L7zmnsLALaraNK9Gh,"Hommes Femmes","Hommes Femmes","Lynnsha & D. Dy",2004,203840,15,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:35:49Z,"french r&b,zouk","Warner (France)",0.751,0.456,8,-12.762,1,0.0609,0.0268,0.00000415,0.0903,0.524,115.003,4
spotify:track:4ebNVkfNL5kHuxr3o5K93R,"Go Away","To Anyone","2NE1",2010-09-09,219453,53,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:35:49Z,"k-pop","YG Entertainment",0.73,0.797,11,-2.135,1,0.0394,0.0536,0,0.0443,0.575,127.985,4
spotify:track:4wWXrCe0z1rrNbgjOBxHvF,"LUPIN","LUPIN","DKZ",2020-03-15,178920,33,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:35:49Z,"k-pop","㈜ 동요엔터테인먼트",0.783,0.838,11,-2.603,0,0.0563,0.118,0,0.417,0.636,107.037,4
spotify:track:27ROQQEpYAtqVY4n8OU9Qy,"시간아 멈춰라","Innocence","DAVICHI",2010-05-06,204853,29,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:35:49Z,"k-ballad,soundtrack,k-pop","Beyond Music",0.385,0.919,10,-3.043,1,0.106,0.0385,0,0.0946,0.337,141.572,4
spotify:track:6bdrK3DnKZWfAsvO21oj1q,"Can't Nobody","To Anyone","2NE1",2010-09-09,208680,47,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:35:49Z,"k-pop","YG Entertainment",0.778,0.784,9,-2.522,0,0.043,0.0486,0.0000035,0.0966,0.81,129.946,4
spotify:track:2s92cRmjW0GoGjjpExkAUQ,"Love","Bluelove","CNBLUE",2010-05-19,227996,50,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:35:49Z,"k-rock,k-pop","FNC ENTERTAINMENT",0.652,0.901,0,-2.979,1,0.0678,0.0678,0,0.0765,0.799,99.933,4
