Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:4wztk2LQD75UzN5UTnFK0E,"사랑 안해","Smile Again","Baek Z Young",2006-03-30,253026,45,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:31:10Z,"k-ballad","Kakao Entertainment",0.561,0.47,7,-6.156,1,0.0317,0.378,0,0.126,0.372,68.045,4
spotify:track:531V39WbGfLVwVpMLTcAmX,"여인의 향기 (Ivy Mix)","Ivy Mega Mix 2006","SeeYa",2006-08-17,131880,33,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:31:10Z,"k-ballad","RIAK",0.758,0.862,0,-3.493,1,0.0435,0.0871,0,0.679,0.69,110.997,4
spotify:track:14X8vgIFfedRp3Yh8ocLYw,"남자를 몰라","Perfect","BUZZ",2006-04-24,252760,51,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:31:10Z,"k-ballad,k-rock","예전미디어",0.416,0.76,2,-3.783,1,0.0604,0.109,0,0.15,0.212,169.633,4
spotify:track:0uNz4pYGkc2ueR1IHmMWuJ,"LOVE ALL","gavy nj project group [H7美人]","Gavy NJ Project Group [H7美人]",2006-06-09,218566,19,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:31:10Z,"k-ballad","Good Very Ent.",0.603,0.757,6,-3.414,0,0.0621,0.255,0,0.163,0.316,105.989,4
spotify:track:4aVuWgvD0X63hcOCnZtNFA,"Hold the Line","Toto","TOTO",1978-10-10,235552,82,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:31:10Z,"yacht rock,soft rock","Columbia",0.473,0.898,6,-4.797,0,0.0561,0.00783,0.0618,0.173,0.808,96.556,4
spotify:track:2Lr3T69cweqvRihO8SIoSS,"까만안경 (FEAT. DAY LIGHT)","LEVEL II","ERU",2006-10-09,226826,35,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:31:10Z,"k-ballad","JIN-AH Ent.",0.389,0.485,11,-5.106,1,0.0317,0.614,0,0.176,0.154,130.264,4
spotify:track:4TTVN5bNUoxwmmiGLczWc6,"Because Of You (Feat. Soulman)","Blue Brand 2nd Trauma, Part 2","Supreme Team;Soulman",2010-06-24,213839,41,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:31:10Z,"k-rap,k-ballad","Genie Music Corporation",0.756,0.724,5,-3.648,0,0.0503,0.235,0.00000652,0.216,0.892,119.94,4
spotify:track:5Gbxcx8Oitqu4C3Mzphcl7,"하기 힘든 말 : Originally Performed By 이승기 Karaoke Verison","하기 힘든 말 : Originally Performed By 이승기 Karaoke Verison","코케",2020-12-09,258221,0,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:31:10Z,"k-ballad","KoeraKaraoke",0.684,0.5,0,-15.858,1,0.0662,0.103,0.512,0.288,0.428,132.014,4
spotify:track:1J0NAemu98Bg5y39sqqfMI,"거리에서","The Ballads","Sung Si Kyung",2006-10-10,279266,53,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:31:10Z,"k-ballad","더늠이엔티",0.581,0.482,7,-7.765,1,0.0294,0.645,0,0.147,0.307,131.82,4
spotify:track:4YQGPR4KGFMnSS8lUQPdbs,"그녀를 사랑해줘요","Stand Alone","Ha Dong Qn",2006-06-27,259213,43,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:31:10Z,"k-ballad","Kakao Entertainment",0.518,0.362,8,-8.7,1,0.0325,0.672,0.00000103,0.21,0.27,70.017,4
spotify:track:0qqHi5iyYkcbvCpnWwHKLl,"살다가","살다가","SG Wannabe",2005-03-23,283786,47,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:31:10Z,"k-ballad,soundtrack","Genie Music Corporation",0.41,0.435,3,-5.76,0,0.0349,0.571,0,0.109,0.17,129.368,4
spotify:track:1UOcVKW95vlLGYiJOA7HA2,"FIRE","FIRE","BTS",2016-05-02,287466,41,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:31:10Z,"k-pop","BIGHIT MUSIC",0.504,0.746,11,-7.094,1,0.294,0.00616,0,0.427,0.272,99.81,4
spotify:track:4t1DWpmfKVCv4ValVniwfc,"사랑합니다...","영민","Tim",2003-03-01,228946,54,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:31:10Z,"k-ballad","예전미디어",0.383,0.504,2,-5.611,1,0.0368,0.676,0,0.101,0.187,133.838,4
spotify:track:0JyCYFRyWYt6oQ0SKSQ4eA,"마주치지 말자 Please Don't Stay Away","Jang Hye Jin Collection","Jang Hye Jin",2016-05-11,287173,2,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:31:10Z,"k-ballad","CANENT",0.704,0.331,9,-8.178,1,0.0673,0.627,0,0.0822,0.286,106.753,4
spotify:track:5KAkmQWZEz6SsSiI43p3Ni,"아이스크림","The Way I Am","MC MONG",2006-09-25,216323,30,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:31:10Z,"k-ballad","팬텀",0.866,0.797,7,-3.53,1,0.0555,0.166,0,0.0504,0.968,110.001,4
spotify:track:0r8h9e1hCMpcWwB7w9F1LZ,"편지를 써요","베스트 모음","김종환",2002-06-10,297506,2,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:31:10Z,"k-ballad","RIAK",0.54,0.293,4,-12.687,1,0.0256,0.433,0.00052,0.145,0.253,152.312,4
spotify:track:3mdLDMt3BmNpVBd0Tc7iAn,"My Love (And)","Perfect","BUZZ",2006-04-24,244693,50,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:31:10Z,"k-ballad,k-rock","예전미디어",0.461,0.646,7,-3.374,1,0.0328,0.235,0,0.16,0.183,140.111,4
spotify:track:3gucipmp9z0bf7pjEbtTX0,"Me After You","Me After You","Paul Kim",2018-10-29,280358,57,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:31:10Z,"k-ballad","뉴런뮤직",0.351,0.29,0,-8.34,1,0.0296,0.792,0,0.312,0.336,143.916,4
spotify:track:0IwtRl3kQZdZaWSDsjVQC3,"거북이와 독수리","엄마가 들려주고 싶은 명작 동화 모음 Part.2","플레이앤조이",2024-07-03,283000,4,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:31:10Z,"","2%엔터테인먼트",0.713,0.335,9,-10.601,0,0.875,0.823,0,0.156,0.479,128.692,4
spotify:track:6D8ngYwDyKmw46Eba6lFjG,"인연 (원곡가수 이선희)","<나는 가수다 2> 2012 가왕전 4강전 / 1집","Sohyang",2012-12-16,267494,27,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:31:10Z,"k-ballad,soundtrack","문화방송",0.326,0.495,8,-3.165,0,0.0335,0.759,0.0000258,0.735,0.319,139.665,4
spotify:track:6kuNvT3uTZA8rUz4o3Xq9z,"Timeless","Timeless","Zhang Li Yin;XIA",2006-09-08,252264,30,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:31:10Z,"k-ballad","SM Entertainment",0.61,0.744,6,-2.976,1,0.05,0.464,0,0.101,0.432,135.949,4
spotify:track:6io25rJzuUpu5hzZr9huhT,"소리쳐","Reflection Of Sound","Lee Seung Chul",2006-09-26,230533,27,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:31:10Z,"k-ballad","IS Musics, Jin & Won Music Works",0.51,0.572,1,-6.221,1,0.027,0.44,0,0.157,0.239,72.043,4
spotify:track:7I0Nf56QCRXcEPJScTr09i,"My Darling (End)","Perfect","BUZZ",2006-04-24,288280,30,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:31:10Z,"k-ballad,k-rock","예전미디어",0.402,0.414,5,-4.853,1,0.0315,0.411,0.000612,0.154,0.159,137.87,4
