#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC
1,"I Wish I Was a Punk Rocker (with Flowers in My Hair)","Sandi Thom",57,108,"","","Smile...It Confuses People",2006-06-05,02:31,70,47,54,0,72,30,60,-7,E,4,2021-11-10,4mnTMsp8Cgf9TNiQMhH11L,"Guardian Angels Music",12B,QMFME1517557
2,"Flaunt It - Radio Edit","TV Rock, Seany B",0,123,"melbourne bounce, bounce","Hip Hop, Electronic","Flaunt It",2006-02-19,03:28,93,67,1,0,96,10,30,-7,A,4,2021-11-10,2G6ovzv7TOm8lZL1kQlYi8,"Universal Music Australia Pty. Ltd.",11B,AUBM00600021
3,"Hips Don't Lie (feat. Wyclef Jean)","Shakira, Wyclef Jean",36,100,"latin pop","Latin, Pop","Oral Fixation, Vol. 2 (Expanded Edition)",2005-11-28,03:38,78,82,28,0,76,0,40,-6,A#/B♭ minor,4,2021-11-10,3ZFTkvIE7kyPt6Nu3PEa7V,"Epic",3A,USSM10600677
4,"SexyBack (feat. Timbaland)","Justin Timberlake, Timbaland",85,117,"","","FutureSex/LoveSounds",2006-09-12,04:02,97,58,6,0,96,0,0,-6,G minor,4,2021-11-10,0O45fw2L5vsWpdsOdXwNAR,"Jive",6A,USJI10600269
5,"I Don't Feel Like Dancin'","Scissor Sisters",59,108,"","","Ta-Dah",2006-01-01,04:48,71,92,2,0,83,0,30,-3,G,4,2021-11-10,13pyGLYmBjYgvOMIEivX2K,"Polydor Records",9B,GBUM70602587
6,"This Time I Know It's for Real","Donna Summer",54,116,"disco, hi-nrg","Pop, Electronic","Another Place & Time",1989-03-20,03:38,61,88,2,1,87,0,0,-10,E minor,4,2021-11-10,6ez4yXpLini3DSbaLR10qZ,"Crimson",9A,USPR38900053
7,"Forever Young","Youth Group",53,115,"","","Casino Twilight Dogs",2006-07-15,03:58,39,65,6,0,26,0,10,-7,B,4,2021-11-10,0rdEIRgDyH03nwzk7cbbh2,"Ivy League Records",1B,USEP40517101
8,"Wasabi","Lee Harding",28,174,"","","What's Wrong With This Picture?",2006-02-19,03:00,39,92,0,0,51,0,30,-3,G#/A♭,4,2021-11-10,2nYR8mMHG0ViIdHtS9hJ6w,"Sony BMG Music Entertainment",4B,AUBM00599641
9,"Who Knew - Edit","P!nk",75,140,"","","I'm Not Dead",2006-04-04,03:28,69,73,0,0,46,0,0,-5,A,4,2021-11-10,2hns6Dv29Yrg68AVTJiAyA,"LaFace/Legacy",11B,USLF20600021
10,"Promiscuous","Nelly Furtado, Timbaland",87,114,"","","Loose",2006-01-01,04:02,81,97,6,0,87,0,10,-6,A#/B♭ minor,4,2021-11-10,2gam98EZKrF9XuOkU13ApN,"Mosley / Geffen",3A,USUM70603473
11,"Night of My Life","Damien Leith",22,168,"","","Night Of My Life",2006-12-02,03:34,42,56,0,0,28,0,20,-6,C,4,2021-11-10,5lm8SfB4FoPbUcSDKTO8c4,"Sony BMG Music Entertainment",8B,AUBM00600967
12,"Love Generation - Radio Edit","Bob Sinclar",50,128,"french house, disco house","Electronic","Love Generation",2009-01-01,03:24,72,88,15,0,47,0,0,-4,C♯/D♭,4,2021-11-10,77gYpyxmd4b4VXw6qeuPJR,"Universal Music Australia Pty. Ltd.",3B,AUNV00600005
13,"SOS","Rihanna",79,137,"","","A Girl Like Me",2006-04-10,03:58,68,67,0,0,53,0,40,-5,G,4,2021-11-10,30cSNer6TV8x2utjULVeQ5,"Def Jam Recordings",9B,USUM70507379
14,"You Raise Me Up","Westlife",63,114,"","","Face To Face",2005-10-31,04:01,23,36,63,0,17,0,0,-7,A#/B♭,4,2021-11-10,5XQavlXrNHBBvlN4IJqhqW,"S Records",6B,GBARL0500641
15,"Goodbye My Lover","James Blunt",56,90,"","","Back to Bedlam",2005-10-04,04:18,43,26,95,0,27,0,0,-13,E,4,2021-11-10,3M7Ab3IGSb7vNoLWqDbXVF,"Atlantic Records",12B,USAT20401590
16,"Crazy","Gnarls Barkley, CeeLo Green, Danger Mouse",80,112,"","","St. Elsewhere",2007-12-01,02:57,87,54,5,2,64,0,0,-6,G#/A♭,4,2021-11-10,1vxw6aYJls2oq3gW0DujAo,"WM UK",4B,GBAHT0600202
17,"Buttons","The Pussycat Dolls",76,211,"","","PCD",2005-01-01,03:45,56,82,15,0,48,20,20,-4,D,4,2021-11-10,314QzMOrpNUqWBUozYshf6,"Pussycat Dolls",10B,USUM70500444
18,"Black Fingernails, Red Wine","Eskimo Joe",56,124,"","","Black Fingernails, Red Wine",2006-06-10,04:09,55,92,1,10,43,0,20,-5,C♯/D♭,4,2021-11-10,0ujklxrVM2jwpLMgbTwTd1,"WM Australia",3B,AUWA00601070
19,"Unfaithful","Rihanna",72,144,"","","A Girl Like Me",2006-04-10,03:46,59,39,84,0,35,0,20,-9,C minor,4,2021-11-10,13xxBnXOuiBxVxJI458B0i,"Def Jam Recordings",5A,USUM70601995
20,"Run It! (feat. Juelz Santana)","Chris Brown, Juelz Santana",77,101,"r&b","R&B","Chris Brown (Expanded Edition)",2005-00-00,03:49,85,48,2,0,21,10,30,-7,C♯/D♭ minor,4,2021-11-10,7xYnUQigPoIDAMPVK79NEq,"Jive",12A,USJI10500482
21,"Maneater","Nelly Furtado",84,133,"","","Loose",2006-01-01,04:18,80,78,3,0,79,0,10,-5,F#/G♭,4,2021-11-10,4wH4dJgrsxONID6KS2tDQM,"Mosley / Geffen",2B,USUM70601449
