Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:2xT8jXEnWuN0QZzn6dWtoy,"美人","Para Ti (Repackage)","Lee Ki Chan",2007-05-09,220306,41,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:33:32Z,"k-ballad","RIAK",0.43,0.528,0,-4.161,1,0.0336,0.526,0,0.123,0.303,67.233,4
spotify:track:6TYyRdEfQeNetSyfj1rn8g,"이럴거면","A Sweet Moment","IVY",2007-02-12,234586,35,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:33:32Z,"k-ballad","Beyond Music",0.533,0.499,7,-5.91,1,0.0345,0.727,0,0.134,0.213,135.356,4
spotify:track:4XlUcbQId0nmV065BqJK0I,"유혹의 소나타","A Sweet Moment","IVY",2007-02-12,204906,29,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:33:32Z,"k-ballad","Beyond Music",0.586,0.904,4,-2.885,0,0.412,0.301,0.0000212,0.0925,0.465,167.008,4
spotify:track:511AyXK3QxAdZld5Mzcz8O,"미워요","California Dream","SeeYa",2008-01-02,262013,26,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:33:32Z,"k-ballad","Genie Music Corporation",0.554,0.739,6,-5.228,0,0.0591,0.162,0,0.104,0.246,119.022,4
spotify:track:2BWtvTeKwOJ0h0tdgUncyv,"잔소리","WHISPERS OF LOVE","The NuTs",2006-12-18,254093,28,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:33:32Z,"k-ballad","오감엔터테인먼트",0.524,0.352,3,-8.04,1,0.036,0.851,0,0.141,0.246,140.079,4
spotify:track:297BvqYXFMKe5Sl7WY0GiS,"Love Love Loveless (Feat. Yoong Jin of Casker)","Remixing the Human Soul (Remixed By Planet Shiver)","Epik High;Planet Shiver;YoongJin",2009-07-22,244973,11,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:33:32Z,"k-rap,k-pop,k-ballad","OURS Co.",0.578,0.864,6,-5.028,0,0.0346,0.000802,0.000527,0.351,0.801,130.001,4
spotify:track:6F2Z66l65868PsRjlcinB4,"안녕","안녕/ 사랑이 올까봐","KCM",2007-01-09,242591,28,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:33:32Z,"k-ballad","씨투케이이엔티(이관음원)",0.423,0.561,1,-5.164,0,0.0296,0.456,0.000109,0.141,0.305,137.811,4
spotify:track:08wV5R80pkfDWDWsFONFmW,"흰눈","LEVEL II","ERU",2006-10-09,236986,37,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:33:32Z,"k-ballad","JIN-AH Ent.",0.511,0.426,5,-6.468,1,0.0273,0.688,0,0.123,0.261,143.732,4
spotify:track:0MjRPE2eH1ZQm9DC3BtZyq,"추억은 사랑을 닮아","The Breeze Of Sea","Park Hyo Shin",2007-01-29,329026,41,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:33:32Z,"k-ballad","아이에스뮤직스",0.503,0.385,4,-10.127,1,0.0341,0.772,0.0000015,0.109,0.155,135.813,4
spotify:track:3UIMlAmQO0ZRiWvhVzPNq0,"사랑...후에 : Originally Performed By 신혜성 & 린 Karaoke Verison","사랑...후에 : Originally Performed By 신혜성 & 린 Karaoke Verison","코케",2020-12-10,219779,0,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:33:32Z,"k-ballad","KoeraKaraoke",0.708,0.311,7,-14.832,1,0.0327,0.336,0.93,0.137,0.457,110.424,4
