Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:2yfD1eKDVlNRxDUE5Q1n3Y,"죄와 벌 (罪와 罰)","살다가","SG Wannabe",2005-03-23,243026,43,false,21v5kmjjmfuewr67762leauqy,2025-11-24T08:37:48Z,"k-ballad,soundtrack","Genie Music Corporation",0.591,0.668,5,-5.508,1,0.0381,0.469,0,0.116,0.212,106.029,4
spotify:track:6Ef8tkhiFOOFOAeaQBFqtA,"겁쟁이","Buzz Effect","BUZZ",2005-03-03,283960,49,false,21v5kmjjmfuewr67762leauqy,2025-11-24T08:37:48Z,"k-ballad,k-rock","에이원피플",0.47,0.432,10,-6.615,0,0.0294,0.304,0.0000012,0.106,0.272,72.054,4
spotify:track:5t4DMBsWQLYttDGGzaCWUh,"우리 사랑했던 시간만큼","노래하는 윤도현","Yoon Do Hyun",2014-01-01,210000,40,false,21v5kmjjmfuewr67762leauqy,2025-11-24T08:37:48Z,"k-ballad,k-rock","Universal Music Ltd. Distributed Labels",0.754,0.676,6,-4.026,0,0.0325,0.33,0,0.0813,0.243,108.004,4
spotify:track:0qqHi5iyYkcbvCpnWwHKLl,"살다가","살다가","SG Wannabe",2005-03-23,283786,47,false,21v5kmjjmfuewr67762leauqy,2025-11-24T08:37:48Z,"k-ballad,soundtrack","Genie Music Corporation",0.41,0.435,3,-5.76,0,0.0349,0.571,0,0.109,0.17,129.368,4
spotify:track:3kXjcayJejzGAJi80dj6RB,"광 (狂)","살다가","SG Wannabe",2005-03-23,238586,32,false,21v5kmjjmfuewr67762leauqy,2025-11-24T08:37:48Z,"k-ballad,soundtrack","Genie Music Corporation",0.573,0.596,1,-5.449,0,0.0292,0.285,0,0.28,0.298,110.053,4
spotify:track:46rv4fGCAY0EZTOnhiv13O,"안녕 정말 안녕","내게 거짓말을 해봐 Ost","M To M",2011-06-21,236800,32,false,21v5kmjjmfuewr67762leauqy,2025-11-24T08:37:48Z,"k-ballad","WELLMADE YEDANG",0.487,0.497,5,-6.309,0,0.025,0.491,0,0.17,0.322,94.973,4
spotify:track:6DIm60FFbKnchfF2wHAytY,"돌아가는 길","김동희1집","김동희",2025-03-15,209239,12,false,21v5kmjjmfuewr67762leauqy,2025-11-24T08:37:48Z,"","별똥별",0.535,0.488,6,-8.479,1,0.0292,0.13,0,0.102,0.215,169.838,4
spotify:track:7csMuPqdOPaFKby0AoRYL5,"가시","Buzz Effect","BUZZ",2005-03-03,241506,55,false,21v5kmjjmfuewr67762leauqy,2025-11-24T08:37:48Z,"k-ballad,k-rock","에이원피플",0.473,0.596,4,-5.819,1,0.0329,0.0408,0,0.126,0.177,144,4
spotify:track:1KGiNVIzzD0vUZUIErKZTr,"I Love U? Oh Thank U (Feat. 김태우)","His Story","MC MONG;Kim Tae Woo",2005-05-13,252933,45,false,21v5kmjjmfuewr67762leauqy,2025-11-24T08:37:48Z,"k-ballad,k-rap","Genie Music Corporation",0.69,0.626,0,-5.726,1,0.0399,0.431,0,0.0826,0.566,90.016,4
spotify:track:39edzQhqjeKza7VDrrAOqF,"I know","연인","KCM",2005-10-10,259605,26,false,21v5kmjjmfuewr67762leauqy,2025-11-24T08:37:48Z,"k-ballad","CS HAPPY ENTERTAINMENT",0.635,0.721,11,-5.84,1,0.0311,0.402,0.00000112,0.104,0.387,111.016,4
