#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC
1,"Party Rock Anthem","LMFAO, Lauren Bennett, GoonRock",0,130,"","","Party Rock Anthem",2011-00-00,04:23,75,73,2,0,36,10,20,-4,F minor,4,2014-01-07,1CNJyTUh56oj3OCZOZ5way,"Universal Music Ltd.",4A,USUM71100061
2,"Somebody That I Used To Know - Miami Nights 1984 Remix","Gotye, Kimbra, Miami Nights 1984",10,129,"synthwave, vaporwave, chillwave","Electronic","Somebody That I Used To Know Remixes",2012-01-01,05:27,70,79,0,3,97,0,30,-8,D minor,4,2014-01-07,7sWL9Vx7Uz0dzNmm6iRWNP,"Eleven",7A,AUZS21200074
3,"Moves Like Jagger - Studio Recording From The Voice Performance","Maroon 5, Christina Aguilera",0,128,"pop","Pop","Moves Like Jagger",2011-06-22,03:21,72,76,2,0,66,0,30,-4,A,4,2014-01-07,7jEUxosffRXOZ7rNSajygF,"Universal Music Ltd.",11B,USUM71109132
4,"Someone Like You","Adele",2,135,"soft pop","Pop","21",2011-01-19,04:45,55,32,89,0,29,0,10,-8,A,4,2014-01-07,6QPKYGnAW9QozVz2dSWqRg,"XL Recordings",11B,GBBKS1000351
5,"Rolling In The Deep","Adele",0,105,"soft pop","Pop","Rolling In The Deep",2011-01-16,03:48,73,78,13,0,53,0,0,-5,G#/A♭,4,2014-01-07,7h8Ud480Fm4ReUVxgFF9ZX,"XL Recordings",4B,GBBKS1000335
6,"Sexy And I Know It","LMFAO",70,130,"","","Sorry For Party Rocking",2011-01-01,03:19,71,86,10,0,80,30,10,-4,G,4,2014-01-07,70Vdd1gx5tn84jkAU31ASv,"Will I Am / A&M",9B,USUM71108090
7,"Give Me Everything (feat. Nayer)","Pitbull, AFROJACK, Ne-Yo, Nayer",87,129,"edm, big room","Electronic","Planet Pit (Deluxe Version)",2011-06-17,04:12,67,94,19,0,53,10,30,-3,G#/A♭,4,2014-01-07,4QNpBfC0zvjKqPJcyqBy9W,"Mr.305/Polo Grounds Music/J Records",4B,USJAY1100032
8,"Born This Way - Twin Shadow Remix","Lady Gaga, Chew Fu",0,124,"art pop, pop","Pop","Born This Way - The Remix",2011-01-01,04:05,74,75,0,0,56,0,10,-8,A,4,2014-01-07,2qMcRzrew5bdt4382jjRRC,"Universal Music Group",11B,USUM71104646
9,"Price Tag","Jessie J, B.o.B",49,175,"","","Price Tag",2011-01-01,03:41,64,84,3,0,68,20,10,-4,F,4,2014-01-07,7nqlRkgNyEpb9nvb03GMp7,"Lava Music/Republic Records",7B,USUM71029357
10,"On The Floor - Radio Edit","Jennifer Lopez, Pitbull",1,130,"","","On The Floor",2011-01-01,03:50,77,68,10,0,46,0,10,-6,B,4,2014-01-07,7Hv89f7Dpm5Hce1XkBbjQZ,"Universal Music Group",1B,USUM71100721
11,"S&M","Rihanna",0,128,"","","Loud",2010-11-16,04:03,77,68,1,0,80,0,20,-5,C♯/D♭,4,2014-01-07,2PQ0GyIYxsYGkcMdeZqItT,"Universal Music AS",3B,USUM71026591
12,"We Found Love","Rihanna, Calvin Harris",0,128,"edm","Electronic","Talk That Talk",2011-11-19,03:35,73,77,3,0,60,0,10,-4,C♯/D♭,4,2014-01-07,2Xc3NC04rNmRVrsFf0ypRL,"Universal Music Group",3B,USUM71115507
13,"Sweat - Snoop Dogg vs David Guetta Remix","Snoop Dogg, David Guetta",68,130,"g-funk, west coast hip hop, gangster rap, hip hop, old school hip hop, rap, edm","Electronic, Hip Hop, R&B","Sweat (Snoop Dogg vs David Guetta Remix)",2011-01-01,03:15,81,73,6,0,73,0,0,-6,G,4,2014-01-07,0R7YVi7w41Dr9jU5vblAok,"Capitol Records",9B,USCA21100463
14,"The Lazy Song","Bruno Mars",74,175,"","","Doo-Wops & Hooligans",2010-05-11,03:09,79,71,30,0,96,0,10,-5,G#/A♭ minor,4,2014-01-07,1ExfPZEiahqhLyajhybFeS,"Atlantic Records",1A,USAT21001886
15,"E.T.","Katy Perry",54,150,"pop","Pop","Teenage Dream",2010-08-24,03:26,60,86,2,0,73,0,30,-5,F minor,4,2014-01-07,50r1EUDpmSZRPo5aIZpmWi,"Capitol Records",4A,USCA21001256
16,"jar of hearts","Christina Perri",53,75,"soft pop","Pop","jar of hearts",2010-07-27,04:06,35,35,73,0,9,0,10,-6,D#/E♭,4,2014-01-07,0UEy0vG9u6kmFMslgkEtvj,"Atlantic Records",5B,USAT21001508
17,"Super Bass","Nicki Minaj",0,127,"","","Super Bass",2011-01-01,03:21,77,74,5,0,62,20,30,-7,B,4,2014-01-07,1VN6l5lTildJOGMoWCSoFk,"Universal Music Group",1B,USCM51100104
18,"Titanium (feat. Sia)","David Guetta, Sia",83,126,"edm","Electronic","Nothing but the Beat (Ultimate Edition)",2012-12-07,04:05,60,79,7,15,30,10,10,-4,C minor,4,2014-01-07,0TDLuuLlV54CkRRUOahJb4,"Parlophone (France)",5A,GB28K1100036
19,"Dirty Talk","Wynter Gordon",51,130,"","","Dirty Talk",2010-02-18,03:17,69,79,3,0,90,0,10,-5,B,4,2014-01-07,6IAfQUFWaQdqoTz0P1jk9W,"Big Beat Records/Atlantic",1B,USAT20902954
20,"Good Feeling","Flo Rida",18,128,"","","Wild Ones (Deluxe)",2012-06-22,04:08,71,89,6,0,68,0,30,-4,C♯/D♭ minor,4,2014-01-07,663I8dPCXnYGTW4ksWrFpZ,"Poe Boy/Atlantic",12A,USAT21101961
21,"Grenade","Bruno Mars",78,110,"","","Doo-Wops & Hooligans",2010-05-11,03:42,70,56,15,0,25,0,10,-7,D minor,4,2014-01-07,2tJulUYLDKOg9XrtVkMgcJ,"Atlantic Records",7A,USAT21001883
22,"Just Can’t Get Enough","Black Eyed Peas",0,94,"","","The Beginning & The Best Of The E.N.D. (International Mega-Deluxe Version)",2010-01-01,03:39,58,64,18,0,23,20,0,-9,C minor,4,2014-01-07,3BkWGKXxFR6wjpqNSJ5yNY,"Universal Music Group",5A,USUM71026671
23,"Pumped Up Kicks","Foster The People",0,128,"","","Arsenio Manila - Vol. 1",2012-06-24,03:46,74,71,13,10,93,0,50,-6,A#/B♭ minor,4,2014-01-07,4sAXJQ9nZDsEAroyY1ziVB,"Tarifa Records",3A,ES36B1259103
24,"The A Team","Ed Sheeran",75,85,"soft pop","Pop","+",2011-09-09,04:18,64,29,67,0,41,0,10,-10,A,4,2014-01-07,1VdZ0vKfR5jneCmWIUAMxK,"Atlantic Records UK",11B,GBAHS1100095
25,"It Girl","Jason Derulo",35,92,"","","Future History",2011-09-16,03:12,67,72,2,0,35,0,10,-5,C♯/D♭ minor,4,2014-01-07,7BS72CMAHCX9b6MAfoeamG,"Beluga Heights/Warner Records",12A,USWB11102211
26,"Happiness","Alexis Jordan",1,128,"","","Happiness",2010-10-31,04:02,72,77,12,0,48,10,50,-7,G#/A♭,4,2014-01-07,2zX22RoaGg8KGuNCzSBwBP,"Star Roc/Roc Nation/Columbia",4B,USQX91000209
27,"Good Night","Reece Mastin",27,118,"","","Good Night",2011-11-22,03:02,68,88,1,0,91,0,0,-4,G,4,2014-01-07,5B7v3DUr1Iw9EbsCHH1P5r,"Sony Music Entertainment",9B,AUBM01100645
28,"Firework","Katy Perry",71,124,"pop","Pop","Teenage Dream: The Complete Confection",2012-03-12,03:47,64,83,14,0,65,0,0,-5,G#/A♭,4,2014-01-07,4lCv7b86sLynZbXhfScfm2,"Capitol Records",4B,USCA21001262
29,"Stereo Hearts (feat. Adam Levine)","Gym Class Heroes, Adam Levine",48,90,"","","Stereo Hearts (feat. Adam Levine)",2011-06-14,03:30,65,80,3,0,80,10,20,-3,A,4,2014-01-07,0BgRaFy7qnwT1PuUmSTFkf,"Decaydance/Fueled By Ramen",11B,USAT21101071
30,"Yeah 3x","Chris Brown",38,130,"r&b","R&B","R&B - 100 Hits - The Greatest R n B album - 100 R & B Classics featuring Usher, Pitbull and Justin Timberlake",2013-06-24,04:01,70,89,0,0,71,0,0,-3,B minor,4,2014-01-07,391kBVgWlD59gWONz2IRWF,"Sony Music Entertainment",10A,USJI11000220
31,"Last Friday Night (T.G.I.F.)","Katy Perry",69,126,"pop","Pop","Teenage Dream",2010-08-24,03:50,65,81,0,0,73,0,60,-4,D#/E♭ minor,4,2014-01-07,3oHNJECGN3bBoGXejlw2b1,"Capitol Records",2A,USCA21001264
32,"Marry You","Bruno Mars",77,145,"","","Doo-Wops & Hooligans",2010-05-11,03:50,62,82,33,0,45,0,10,-5,A#/B♭,4,2014-01-07,22PMfvdz35fFKYnJyMn077,"Atlantic Records",6B,USAT21001887
