Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:3KYlOzxN5xO7eEauO1VF06,"Velha Infancia - 2004 Digital Remaster;","Tribalistas","Tribalistas",2002-01-01,250453,0,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T10:51:47Z,"mpb,nova mpb","EMI Brazil",0.361,0.596,6,-8.152,0,0.0375,0.493,0.000138,0.162,0.574,84.847,3
spotify:track:1ES3AeBEBrkvmaFUUxJFVt,"Tô nem aí","Porta Aberta","Luka",2003,154053,58,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T10:51:47Z,"brazilian pop","WM Brazil",0.752,0.908,2,-5.681,1,0.0308,0.0726,0,0.184,0.94,128.125,4
spotify:track:4aR1CZpJvNPdL5HPdvDSZD,"Mais Uma Vez","A Arte De Renato Russo","Renato Russo",2015-10-30,234693,30,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T10:51:47Z,"mpb,brazilian rock,brazilian pop","Universal Music Ltda.",0.698,0.515,10,-8.794,1,0.0268,0.263,0.000294,0.123,0.282,103.996,4
spotify:track:4nthV2eZAXnt4yiJMocLkG,"Dilemma","Nellyville (Explicit Version)","Nelly;Kelly Rowland",2002-06-25,289173,2,true,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T10:51:47Z,"","Universal Music Group",0.73,0.552,2,-8.177,0,0.146,0.18,0.0000614,0.224,0.613,168.091,4
spotify:track:3JO8ZHz8hF9R4XUd7sGE1N,"Dois Rios","#1 Hits","Skank",2013-01-28,282066,50,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T10:51:47Z,"brazilian rock,mpb,brazilian pop,pop rock","Sony BMG Music Entertainment",0.528,0.601,9,-7.269,1,0.0259,0.445,0,0.213,0.364,77.05,4
spotify:track:7fdsjFEczdN8aCjzy2f6fK,"Amor Maior","Jota Quest Quinze","Jota Quest",2011-05-03,210506,44,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T10:51:47Z,"brazilian rock,mpb,brazilian pop,pop rock","Best",0.418,0.747,5,-5.088,1,0.0347,0.36,0,0.819,0.46,73.859,4
spotify:track:7nfVmWgdz8CkkbrCbwteKK,"Ligação Urbana","Sonhos, Planos, Fantasias","Bruno & Marrone",2003-04-11,209400,56,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T10:51:47Z,"sertanejo,sertanejo tradicional,sertanejo universitário","RCA Records Label",0.615,0.634,9,-9.01,1,0.0813,0.416,0,0.177,0.661,81.9,4
spotify:track:6xwsfXjIXJgJjumbxdJiLi,"Sexed Up","Escapology","Robbie Williams",2002,261666,57,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T10:51:47Z,"","Chrysalis UK",0.541,0.447,0,-5.869,1,0.0244,0.121,0,0.137,0.237,76.965,4
spotify:track:1HCPjfa02m5JwcO37LHfYb,"I Want You","Thalia","Thalia;Fat Joe",2003-01-01,226026,54,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T10:51:47Z,"latin pop,east coast hip hop","Capitol Latin",0.803,0.773,0,-3.628,1,0.121,0.0107,0,0.0632,0.708,91.915,4
spotify:track:4oMlV3X4i2jaKRIGmTXriC,"Pra Mudar a Minha Vida","Zezé Di Camargo e Luciano - 20 Anos de Carreira","Zezé Di Camargo & Luciano",2000-07-10,228493,65,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T10:51:47Z,"sertanejo tradicional,sertanejo","Sony BMG Music Entertainment",0.655,0.79,4,-3.445,1,0.0299,0.374,0,0.254,0.872,150.103,4
spotify:track:646J2jOtUe4Jflrmh6JFjN,"Bring Me To Life","Fallen","Evanescence",2003-01-01,235893,4,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T10:51:47Z,"alternative metal","Universal Music Group",0.312,0.946,4,-3.209,0,0.107,0.00749,0.00000293,0.288,0.297,189.892,4
spotify:track:3e0kjFMR5IFSSxOQMX7S5r,"Adoleta","Do Meu Jeito","Kelly Key",2003-04-24,273440,45,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T10:51:47Z,"brazilian pop","WM Brazil",0.908,0.927,6,-3.743,0,0.051,0.225,0.00409,0.34,0.93,129.978,4
spotify:track:00Mb3DuaIH1kjrwOku9CGU,"Sk8er Boi","Let Go","Avril Lavigne",2002-06-04,204000,79,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T10:51:47Z,"","Arista",0.487,0.9,0,-4.417,1,0.0482,0.0000679,0,0.358,0.484,149.937,4
spotify:track:4ZOyH6KjomjlqCz3oFqglr,"Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix","This Is Me...Then","Jennifer Lopez;Jadakiss;Styles P",2002-11-19,187840,61,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T10:51:47Z,"east coast hip hop","Epic",0.844,0.754,6,-5.46,1,0.207,0.00833,0.00000342,0.0575,0.961,100.002,4
spotify:track:1HEVKie0Jg5yPfdMVygj6d,"Monalisa - Ao Vivo No Rio De Janeiro / 2006","Jorge Vercilo Ao Vivo","Jorge Vercillo",2006-01-01,209013,59,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T10:51:47Z,"mpb,nova mpb","EMI Brazil",0.663,0.856,4,-9.134,1,0.0361,0.361,0.00000219,0.896,0.836,127.146,4
spotify:track:5WWAP64UOWN0gIhv6qQvYY,"Preciso de um Tempo","Zezé Di Camargo & Luciano 2002","Zezé Di Camargo & Luciano",2002-08-15,273840,42,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T10:51:47Z,"sertanejo tradicional,sertanejo","Columbia",0.602,0.65,4,-5.081,1,0.0322,0.551,0,0.113,0.537,97.855,4
spotify:track:2GplG03rw0CN2EMLzPJZAl,"Já Sei Namorar","Tribalistas","Tribalistas",2002-01-01,196986,0,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T10:51:47Z,"mpb,nova mpb","EMI Brazil",0.67,0.822,9,-6.687,0,0.057,0.67,0.00115,0.132,0.833,145.56,4
