Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:3f3omU8n47Mqyab5nCaGyT,"Because of You","Breakaway","Kelly Clarkson",2004-01-17,219493,68,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T10:58:26Z,"christmas","RCA Records Label",0.583,0.584,5,-5.362,0,0.0314,0.254,0,0.123,0.136,140.039,4
spotify:track:24kGngQeXHt0uhffKpq0zj,"Don't Cha","PCD (Revised International Version)","The Pussycat Dolls;Busta Rhymes",2005-01-01,272080,1,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T10:58:26Z,"east coast hip hop","Universal Music Group",0.875,0.631,1,-3.475,1,0.099,0.00542,0.00000254,0.127,0.549,120.002,4
spotify:track:0v1fLMHpMqsh6AiAGQ9Dam,"O Sol","Até Onde Vai","Jota Quest",2005-09-16,258680,59,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T10:58:26Z,"brazilian rock,mpb,brazilian pop,pop rock","Epic",0.531,0.916,9,-4.655,1,0.0403,0.0227,0,0.336,0.896,160.024,4
spotify:track:6tvnj77OJD0DJTgSIi6fQ3,"É Isso Aí (The Blower'S Daughter) - Ao Vivo","Ana E Jorge (Ao Vivo)","Ana Carolina;Seu Jorge",2005-11-17,318026,59,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T10:58:26Z,"mpb,brazilian pop,nova mpb,samba,pagode","Ariola",0.294,0.321,8,-8.783,1,0.0293,0.638,0,0.947,0.224,107.134,5
spotify:track:57Mdhv9qUMwWtqlDEnDV7n,"Me Namora","Roots Reggae Classics, Vol. 1 (E Outras Canções)","Edu Ribeiro & Cativeiro",2005-04-15,277159,0,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T11:00:15Z,"","Radar Records / Sky Blue",0.859,0.458,7,-9.703,1,0.0629,0.257,0,0.0816,0.955,139.953,4
spotify:track:0RmMCnGIlQLXWxXAdRmlAY,"Ai, ai, ai - Deep lick radio mix","Ai, ai, ai...","Vanessa Da Mata",2006,245280,0,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T10:58:26Z,"mpb,nova mpb,samba","Planet Records Europe",0.618,0.836,7,-8.892,0,0.0397,0.000316,0.00301,0.364,0.85,130.017,4
spotify:track:3ZFTkvIE7kyPt6Nu3PEa7V,"Hips Don't Lie (feat. Wyclef Jean)","Oral Fixation, Vol. 2 (Expanded Edition)","Shakira;Wyclef Jean",2005-11-28,218093,33,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T10:58:26Z,"latin pop","Epic",0.778,0.824,10,-5.892,0,0.0707,0.284,0,0.405,0.758,100.024,4
spotify:track:4loSpml4rzeFM1fDJb0Upe,"Ela Só Pensa Em Beijar","Samba Goal - Powered By R10","MC Leozinho",2006-01-01,215546,0,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T10:58:26Z,"funk melody,brazilian funk,funk carioca","Universal Music",0.854,0.708,10,-7.298,0,0.073,0.0431,0,0.0849,0.919,128.967,4
spotify:track:0W5dkn5y2dZx8r5lJ7CeCm,"Não Resisto a nós Dois","W","Wanessa Camargo",2005-12-31,250653,44,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T10:58:26Z,"brazilian pop","RCA Records Label",0.571,0.701,0,-1.941,1,0.0253,0.522,0,0.117,0.485,80.012,3
spotify:track:6VI0CjCrGvt7fsaIngJ6Wv,"Quando A Chuva Passar","As Nossas Canções","Ivete Sangalo",2013-01-01,245946,26,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T10:58:26Z,"axé,pagode baiano,mpb,brazilian pop","Universal Music Ltda.",0.261,0.477,9,-6.824,0,0.0322,0.731,0,0.105,0.3,64.399,3
spotify:track:0zgxPpepVRLg7tsADfboLt,"Don't Forget About Us","The Emancipation of Mimi (Ultra Platinum Edition)","Mariah Carey",2005-01-01,233866,0,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T10:58:26Z,"christmas","Universal Music Group",0.7,0.529,10,-6.816,0,0.0395,0.0422,0,0.101,0.386,143.555,4
spotify:track:7KIbDUwumrpG5f30kEYW1v,"Pump It","Monkey Business","Black Eyed Peas",2005-01-01,213066,3,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T10:58:26Z,"","Universal Music Group",0.648,0.931,1,-3.15,0,0.181,0.00937,0,0.752,0.744,153.649,4
spotify:track:5iH1IaYJW1LHP48Npuy3DU,"Obsessão (Obsesion)","Obsessão","KLB;Luo",2005-01-01,229346,0,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T10:58:26Z,"brazilian pop,math rock","Universal Music Brasil",0.654,0.673,0,-5.488,0,0.0285,0.323,0,0.154,0.719,150.049,4
spotify:track:0yfrIZmkRV80l28gDcz8nU,"Memórias","Anacrônico","Pitty",2005-08-08,214546,41,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T10:58:26Z,"brazilian rock,mpb,brazilian pop","Deckdisc",0.366,0.944,8,-5.274,1,0.131,0.00109,0,0.1,0.337,175.586,4
spotify:track:4G17iavwP0xVguOKlwzL0f,"Desenho De Deus","Casinha","Armandinho",2007-01-18,232106,59,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T10:58:26Z,"reggae,mpb","Atração",0.681,0.581,9,-7.876,1,0.0271,0.514,0.00022,0.114,0.742,136.117,4
spotify:track:32cxjD3ufFrwGlxgOc0mUg,"London Bridge","The Dutchess Deluxe","Fergie",2007-01-01,241306,0,true,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T10:58:26Z,"","Universal Music Group",0.77,0.604,1,-5.817,1,0.356,0.199,0,0.208,0.65,90.937,4
spotify:track:4wq0dMi0IJSCl3h2pJSQGd,"Nuestro Amor","Éxitos Rebeld's","Grupo X-Tigma",2010-11-01,209893,8,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T10:58:26Z,"","MultiMusic Mexico",0.649,0.774,4,-6.948,1,0.0321,0.243,0.00000484,0.105,0.632,129.912,4
spotify:track:40VAYnnGBDLQVXD8D1ager,"SexyBack","FutureSex/LoveSounds","Justin Timberlake;Timbaland",2006-09-12,242733,1,true,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T10:58:26Z,"","Jive",0.967,0.583,7,-5.562,0,0.0789,0.0584,0,0.0519,0.964,117,4
spotify:track:0QbPbiPVyL7EO89b3xAojn,"Deja Vu","Love Destiny: Mathew Knowles & Music World Present Vol. 2","Beyoncé;JAY-Z",2016-08-23,243026,0,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T10:58:26Z,"hip hop,east coast hip hop,rap","Music World Music L.L.C.",0.749,0.738,7,-5.059,1,0.322,0.00761,0.0000338,0.067,0.365,105.901,4
spotify:track:4TEVYGrLOKCpZtdFl7RtcS,"Vilarejo","Infinito Particular","Marisa Monte",2006-01-01,209546,0,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T10:58:26Z,"mpb,nova mpb","EMI Brazil",0.631,0.496,1,-10.194,1,0.0289,0.869,0.0000695,0.15,0.77,134.935,3
spotify:track:5HBfCoV6P5kAlocyA4nM5J,"One Last Cry","Marina Elali","Marina Elali",2005-05-08,239560,40,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T10:58:26Z,"brazilian pop,mpb","Som Livre",0.451,0.399,7,-8.036,1,0.0276,0.801,0,0.0947,0.317,102.379,4
spotify:track:3H6yzjexsgABK5pkrq4Zwi,"Vê Se Toma Juízo - Ao Vivo","Bruno & Marrone Ao Vivo em Goiânia","Bruno & Marrone",2006,204400,40,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T10:58:26Z,"sertanejo,sertanejo tradicional,sertanejo universitário","Sony BMG Music Entertainment",0.523,0.832,7,-4.559,1,0.0663,0.68,0,0.947,0.327,129.756,4
spotify:track:2kW71nPFBcJsTaSVAO79i7,"Se Quiser","Se Quiser (Anytime)","Tania Mara",2006-01-01,245853,0,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T10:58:26Z,"sertanejo tradicional,sertanejo,brazilian pop,mpb","EMI Brazil",0.639,0.612,4,-6.776,1,0.0286,0.445,0,0.17,0.185,128.02,4
spotify:track:5rkf0sRmQuso1P0EGNUxtB,"Amor Virtual","Baladas e Romances","Sampa Crew",2004-10-25,226106,25,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T10:58:26Z,"pagode,samba,funk melody","Unimar",0.679,0.613,0,-5.216,1,0.0289,0.665,0,0.144,0.493,115.088,4
spotify:track:0SOx0R6sxM6FQxIhQI6FK6,"Sólo Quédate En Silencio","Éxitos Rebeld's","Grupo X-Tigma",2010-11-01,211480,16,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T10:58:26Z,"","MultiMusic Mexico",0.476,0.589,7,-3.976,1,0.0296,0.568,0,0.219,0.47,183.874,4
