Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:0ARK753YaiJbpLUk7z5yIM,"Dilemma","Nellyville","Nelly;Kelly Rowland",2002-06-25,289160,81,true,21v5kmjjmfuewr67762leauqy,2025-11-24T08:11:31Z,"","Motown",0.727,0.552,2,-8.074,0,0.14,0.226,0.00016,0.198,0.607,168.19,4
spotify:track:5xEM5hIgJ1jjgcEBfpkt2F,"Complicated","Let Go","Avril Lavigne",2002-06-04,244506,84,false,21v5kmjjmfuewr67762leauqy,2025-11-24T08:11:31Z,"","Arista",0.585,0.776,5,-5.898,1,0.0459,0.0572,0.00000774,0.3,0.427,77.987,4
spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,"Without Me","The Eminem Show","Eminem",2002-05-26,290320,88,true,21v5kmjjmfuewr67762leauqy,2025-11-24T08:11:31Z,"rap,hip hop","Eminem Catalog PS",0.908,0.669,7,-2.827,1,0.0738,0.00286,0,0.237,0.662,112.238,4
spotify:track:6W2Ef5Ph6ILTUAedoQ3QIv,"Like I Love You","Justified","Justin Timberlake",2002-11-04,283626,64,false,21v5kmjjmfuewr67762leauqy,2025-11-24T08:11:31Z,"","Jive",0.853,0.811,6,-4.927,0,0.0646,0.0439,0.000307,0.0703,0.9,114.964,4
spotify:track:0t78xGJe3jXsih4qRMId7I,"Best In Me","All Rise","Blue",2001-11-26,193240,63,false,21v5kmjjmfuewr67762leauqy,2025-11-24T08:11:31Z,"","Innocent",0.76,0.563,4,-6.975,0,0.028,0.106,0,0.0908,0.359,99.023,4
spotify:track:5O2Ft5ENCfAh6JCgykJs76,"Round Round","Angels With Dirty Faces","Sugababes",2002-01-01,236426,60,false,21v5kmjjmfuewr67762leauqy,2025-11-24T08:11:31Z,"","Universal-Island Records Ltd.",0.74,0.845,6,-3.802,0,0.0338,0.00287,0.00000623,0.115,0.749,126.607,4
spotify:track:60a0Rd6pjrkxjPbaKzXjfq,"In the End","Hybrid Theory (Bonus Edition)","Linkin Park",2000-10-24,216880,89,false,21v5kmjjmfuewr67762leauqy,2025-11-24T08:11:31Z,"nu metal,rap metal,rock,alternative metal","Warner Records",0.556,0.864,3,-5.87,0,0.0584,0.00958,0,0.209,0.4,105.143,4
spotify:track:36jSIOSE72neBbKntCthqw,"Addictive","Truthfully Speaking","Truth Hurts;Rakim",2002-01-01,226440,60,true,21v5kmjjmfuewr67762leauqy,2025-11-24T08:11:31Z,"east coast hip hop,old school hip hop,hip hop","Aftermath",0.701,0.677,11,-6.591,0,0.147,0.0737,0.000162,0.187,0.367,99.271,4
spotify:track:6NG2IIXZfC5Notpz0GIODU,"The Ketchup Song (Aserejé) - Spanish Version","Aserejé (The Ketchup Song)","Las Ketchup",2002,213000,63,false,21v5kmjjmfuewr67762leauqy,2025-11-24T08:11:31Z,"","Sony Music Publishing Spain",0.602,0.947,1,-5.642,1,0.115,0.00842,0.0000641,0.123,0.883,184.976,4
spotify:track:4rr0gWiMrF4sOIefs3IEvZ,"A Little Less Conversation - JXL Radio Edit Remix","A Little Less Conversation: Elvis vs JXL","Elvis Presley;Junkie XL",2002-08-01,211506,68,false,21v5kmjjmfuewr67762leauqy,2025-11-24T08:11:31Z,"rockabilly,rock and roll,big beat,soundtrack","RCA/Legacy",0.597,0.97,4,-5.972,0,0.0502,0.000385,0.197,0.133,0.717,114.999,4
spotify:track:4SAHTVRe6EBhgAOWl49yPf,"World of Our Own","World of Our Own (Expanded Edition)","Westlife",2001-11-12,211413,62,false,21v5kmjjmfuewr67762leauqy,2025-11-24T08:11:31Z,"","RCA Records Label",0.707,0.765,1,-4.636,1,0.0341,0.0163,0,0.0627,0.923,97.005,4
spotify:track:6GG73Jik4jUlQCkKg9JuGO,"The Middle","Bleed American","Jimmy Eat World",2001-07-17,165853,81,false,21v5kmjjmfuewr67762leauqy,2025-11-24T08:11:31Z,"emo,pop punk","Interscope",0.643,0.849,2,-5.428,1,0.0526,0.0371,0,0.058,0.903,162.152,4
spotify:track:03Dm6pihpViDzVcDc9Hjyz,"Alive - 2021 Remaster","Satellite (Expanded Edition; 2021 Remaster)","P.O.D.",2021-09-03,203725,45,false,21v5kmjjmfuewr67762leauqy,2025-11-24T08:11:31Z,"nu metal,christian rock,rap metal,rap rock,alternative metal","Rhino Atlantic",0.422,0.951,10,-3.543,1,0.0628,0.0000151,0.000645,0.289,0.515,80.929,4
spotify:track:7BMO7O7ImjV8HNTH74Tshv,"Cleanin' Out My Closet","The Eminem Show","Eminem",2002-05-26,297840,73,true,21v5kmjjmfuewr67762leauqy,2025-11-24T08:11:31Z,"rap,hip hop","Eminem Catalog PS",0.908,0.758,9,-4.753,0,0.174,0.0687,0,0.0783,0.87,148.015,4
spotify:track:1f2V8U1BiWaC9aJWmpOARe,"By the Way","By the Way (Deluxe Edition)","Red Hot Chili Peppers",2002-07-09,216933,79,false,21v5kmjjmfuewr67762leauqy,2025-11-24T08:11:31Z,"funk rock,alternative rock,rock","Warner Records",0.451,0.97,0,-4.938,1,0.107,0.0264,0.00355,0.102,0.198,122.444,4
spotify:track:1BpV8IGf4XsRRJf4Xuui9q,"Just Like a Pill","M!ssundaztood (Expanded Edition)","P!nk",2001,236600,70,true,21v5kmjjmfuewr67762leauqy,2025-11-24T08:11:31Z,"","Arista",0.689,0.774,9,-4.528,1,0.0278,0.0000872,0,0.0941,0.25,102.054,4
spotify:track:0kr6d8wHDQPlzuET33NVn6,"All You Wanted","The Spirit Room","Michelle Branch",2001-07-31,217680,64,false,21v5kmjjmfuewr67762leauqy,2025-11-24T08:11:31Z,"","Maverick",0.499,0.72,8,-9.101,1,0.0286,0.00466,0.00303,0.122,0.652,96.103,4
spotify:track:6AfLmKXzhEZjwiVPs5jhdV,"Hella Good","Rock Steady (Expanded Edition)","No Doubt",2001-12-11,242586,70,false,21v5kmjjmfuewr67762leauqy,2025-11-24T08:11:31Z,"","Interscope",0.772,0.665,8,-3.947,1,0.0349,0.0136,0.012,0.0905,0.838,115.138,4
spotify:track:00Mb3DuaIH1kjrwOku9CGU,"Sk8er Boi","Let Go","Avril Lavigne",2002-06-04,204000,79,false,21v5kmjjmfuewr67762leauqy,2025-11-24T08:11:31Z,"","Arista",0.487,0.9,0,-4.417,1,0.0482,0.0000679,0,0.358,0.484,149.937,4
