Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:6ucR4KfvsBFWCMVFDvyKKl,"Apologize","Shock Value","Timbaland;OneRepublic",2007-04-02,184400,74,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:22:36Z,"soft pop","Interscope/Blackground Records",0.653,0.603,8,-6.017,1,0.0278,0.0292,0,0.097,0.101,118.016,4
spotify:track:0CAfXk7DXMnon4gLudAp7J,"Low (feat. T-Pain)","Mail on Sunday","Flo Rida;T-Pain",2008-03-17,231400,84,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:22:36Z,"","Poe Boy/Atlantic",0.918,0.609,10,-5.64,0,0.0791,0.0928,0,0.139,0.304,128.008,4
spotify:track:3goSVuTt3fDYDP6kRnFwuL,"Take A Bow","Good Girl Gone Bad: Reloaded","Rihanna",2008-06-02,229413,77,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:22:36Z,"","Def Jam Recordings",0.518,0.467,9,-7.536,1,0.162,0.248,0,0.0941,0.559,79.965,4
spotify:track:0j2T0R9dR9qdJYsB7ciXhf,"Stronger","Graduation","Kanye West",2007-09-11,311866,82,true,21v5kmjjmfuewr67762leauqy,2025-11-22T09:22:36Z,"rap","Roc-A-Fella",0.617,0.716,1,-7.858,1,0.136,0.0056,0,0.408,0.496,104.014,4
spotify:track:5Lgcn7u07bHuqbOtXkN62u,"With You","Exclusive (Expanded Edition)","Chris Brown",2007-11-06,252120,80,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:22:36Z,"r&b","Jive",0.662,0.693,3,-4.298,1,0.0698,0.134,0,0.145,0.655,86.009,4
spotify:track:1dDNz8h95Gsu0W4QdxVVln,"4 Minutes (feat. Justin Timberlake and Timbaland)","Hard Candy","Madonna",2008-04-19,245080,65,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:22:36Z,"","Warner Records",0.705,0.911,2,-4.873,1,0.0717,0.00592,0.00154,0.0603,0.803,113.032,4
spotify:track:6cOp81s7n4QF9hSBHca0cb,"Always Be My Baby","Always Be My Baby","Dave Moffatt",2021-05-14,254231,37,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:22:36Z,"","Dave Moffatt Recordings",0.471,0.313,4,-9.913,1,0.0293,0.762,0,0.152,0.294,131.775,4
spotify:track:7N2PNxzZXxCdAHiAfsklhT,"Check Yes, Juliet","We The Kings","We The Kings",2007-10-07,220146,70,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:22:36Z,"pop punk","S-Curve Records",0.352,0.912,7,-4.253,1,0.0725,0.00197,0,0.193,0.351,166.795,4
spotify:track:4wCD0qOFNRu1Q6O3N6ycm4,"Crush","David Archuleta","David Archuleta",2008-11-11,213520,70,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:22:36Z,"","Jive",0.57,0.664,0,-4.718,0,0.0322,0.00836,0.000012,0.0719,0.487,162.084,4
spotify:track:0bJ7Fs6uqdILGFy8O7Stz7,"Fall For You","A Twist In My Story","Secondhand Serenade",2008-02-19,183586,68,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:22:36Z,"emo","Glassnote - VMG",0.389,0.457,0,-6.924,1,0.0341,0.157,0,0.117,0.441,169.513,4
spotify:track:7wZUrN8oemZfsEd1CGkbXE,"Bleeding Love","Spirit","Leona Lewis",2007,262466,78,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:22:36Z,"","Syco Music UK",0.638,0.656,5,-5.886,1,0.0357,0.188,0,0.146,0.225,104.036,4
spotify:track:1i1OuCNhNf7JwrlWlFZFu1,"That's Not My Name","We Started Nothing","The Ting Tings",2007,310573,61,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:22:36Z,"alternative dance","Columbia",0.755,0.901,9,-3.152,1,0.0893,0.0451,0.0373,0.363,0.959,145.042,4
spotify:track:6IwKcFdiRQZOWeYNhUiWIv,"No One","As I Am (Expanded Edition)","Alicia Keys",2007-11-09,253813,72,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:22:36Z,"r&b,neo soul","J Records",0.644,0.549,1,-5.415,0,0.0285,0.0209,0.00000885,0.134,0.167,90.04,4
spotify:track:4BZqthzCEv7igJi4P9ZodX,"Easy","RnB Old School, vol. 2","Paula DeAnda;Bow Wow",1997-05-28,196466,5,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:22:36Z,"r&b","RnB Ocean",0.8,0.774,10,-6.821,0,0.0859,0.00774,0,0.268,0.73,103.996,4
spotify:track:59kTVUKhpcFw9zMLPSbFvH,"Nine in the Afternoon","Pretty. Odd.","Panic! At The Disco",2008-03-24,192893,53,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:22:36Z,"emo","Decaydance/Fueled By Ramen/ATL",0.249,0.804,10,-3.233,1,0.0502,0.0201,0,0.262,0.389,155.066,4
spotify:track:2aEuXA1KswHlCGPOuPmCOW,"Touch My Body","E=MC2 (Deluxe Version)","Mariah Carey",2008-04-04,204733,75,false,21v5kmjjmfuewr67762leauqy,2025-11-22T09:22:36Z,"christmas","Def Jam Recordings",0.714,0.665,4,-7.736,0,0.0509,0.0996,0,0.226,0.842,78.515,4
