Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:3WATo297DWkJnSWaVoS5kq,"I Want To Know What Love Is - Single Version","I Want To Know What Love Is (Int'l 2 Trk)","Mariah Carey",2009-01-01,217773,36,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T12:22:20Z,"christmas","Def Jam Recordings",0.599,0.397,6,-6.661,1,0.0342,0.167,0.00000176,0.517,0.232,79.991,4
spotify:track:1AguHaKOuggrVTebp7cZEI,"Stereo Love","Stereo Love","Edward Maya;Vika Jigulina",2010-02-02,184573,65,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T12:21:08Z,"","Catchy Tunes",0.799,0.783,1,-3.896,0,0.0322,0.0346,0.0186,0.0757,0.586,127.041,4
spotify:track:5sra5UY6sD658OabHL3QtI,"Empire State of Mind (Part II) Broken Down","The Element Of Freedom","Alicia Keys",2009-12-15,216480,74,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T12:25:15Z,"r&b,neo soul","J Records",0.484,0.368,6,-7.784,1,0.0341,0.74,0.0000382,0.118,0.142,92.923,4
spotify:track:6nYoTBmGFNgfTyRC8x1Fvp,"TiK ToK","Animal","Kesha",2010,199693,1,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T12:21:08Z,"","RCA Records Label",0.755,0.832,2,-2.741,0,0.116,0.0746,0.00000127,0.291,0.735,120.032,4
spotify:track:0pBC8QL5PSSyDJVIrKNFuq,"Fugidinha - Ao Vivo","Ao Vivo","Michel Teló",2013-06-04,191066,0,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T12:26:38Z,"sertanejo,sertanejo universitário,sertanejo tradicional","Brothers",0.408,0.979,9,-4.244,1,0.133,0.59,0,0.908,0.647,168.291,4
spotify:track:44XBLYMVEt5vJcb5qXfQ7V,"Alejandro","The Fame Monster (International Deluxe)","Lady Gaga",2009-01-01,274213,0,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T12:21:08Z,"art pop,pop","Universal Music Group",0.626,0.799,11,-6.612,0,0.046,0.000358,0.00155,0.36,0.369,98.992,4
spotify:track:7wp6CdZePdMmNsfs8kKNwN,"Amo Noite E Dia","Amo Noite E Dia","Jorge & Mateus",2010-01-01,190866,58,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T12:28:00Z,"sertanejo,sertanejo universitário,arrocha,agronejo","Universal Music Ltda.",0.678,0.885,4,-4.735,1,0.033,0.458,0,0.823,0.452,133.034,4
spotify:track:2eJ8ij1T3cNUKiGdcUvKhy,"Baby","My Worlds (International Version)","Justin Bieber;Ludacris",2010-01-01,213973,0,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T12:21:08Z,"southern hip hop","Universal Music Group",0.73,0.848,5,-5.262,0,0.101,0.0494,0,0.133,0.559,65.025,4
spotify:track:48lVHYfNO1TvL54zMNwVnX,"Need You Now","Need You Now (Remix)","Lady A",2010-01-01,236786,0,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T12:21:08Z,"country,pop country","Capitol Nashville",0.588,0.724,4,-4.379,1,0.0315,0.0348,0.0000952,0.239,0.377,107.986,4
spotify:track:4kLLWz7srcuLKA7Et40PQR,"I Gotta Feeling","THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version]","Black Eyed Peas",2009-01-01,289133,83,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T12:34:46Z,"","Interscope",0.744,0.766,0,-6.375,1,0.0265,0.0873,0,0.509,0.61,127.966,4
spotify:track:6GcuA4J9ruyClBizBd4m5E,"Ego","I AM...SASHA FIERCE","Beyoncé",2008-11-14,236360,58,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T12:21:08Z,"","Music World Music/Columbia",0.623,0.389,1,-7.816,1,0.241,0.155,0,0.163,0.489,79.454,4
spotify:track:7BumHELZEsPpRqJOvFeLug,"Adrenalina - Ao Vivo","Ao Vivo No Rio","Luan Santana",2011-03-29,206266,51,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T12:21:08Z,"sertanejo,sertanejo universitário,arrocha","Som Livre",0.61,0.982,9,-4.082,1,0.0518,0.18,0,0.81,0.645,142.012,4
spotify:track:5Hu0dqVdIt7Fcske4uas8n,"Tapa na Cara","Double Face","Zezé Di Camargo & Luciano",2010-07-26,206000,0,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T12:21:08Z,"sertanejo tradicional,sertanejo","Best",0.665,0.659,1,-5.567,0,0.0518,0.687,0,0.194,0.757,150.146,4
spotify:track:6DjKWVAqXUvMaAzO4U4CIo,"Tá Vendo Aquela Lua","25 Anos (Ao Vivo)","Exaltasamba",2011-07-05,196306,67,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T12:21:08Z,"pagode,samba","FVA Music Solutions",0.57,0.888,7,-9.044,1,0.05,0.561,0,0.93,0.645,163.966,4
spotify:track:57VTvNTtWFJvy5WXM7VOTZ,"Só Rezo","Sete Chaves","NX Zero",2009-01-01,236786,57,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T12:21:08Z,"brazilian rock,emo,brazilian pop","Universal Music Ltda.",0.564,0.983,5,-3.124,0,0.0489,0.0515,0.000272,0.107,0.456,91.659,4
spotify:track:3HHB7p48N6kGEhUJpOG1nK,"Madri","Top Hits","Fernando & Sorocaba",2014-08-04,265786,0,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T12:21:08Z,"sertanejo,sertanejo universitário,agronejo,piseiro,arrocha","Som Livre",0.574,0.813,7,-4.616,1,0.0362,0.532,0.00001,0.635,0.316,103.071,4
spotify:track:55qBw1900pZKfXJ6Q9A2Lc,"Teenage Dream","Teenage Dream: The Complete Confection","Katy Perry",2012-03-12,227760,63,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T12:21:08Z,"pop","Capitol Records",0.719,0.804,10,-4.581,1,0.0355,0.0132,0.00000322,0.139,0.605,119.999,4
spotify:track:6tS3XVuOyu10897O3ae7bi,"California Gurls","Teenage Dream: The Complete Confection","Katy Perry;Snoop Dogg",2012-03-12,234653,74,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T12:21:08Z,"pop,g-funk,west coast hip hop,gangster rap,hip hop,old school hip hop,rap","Capitol Records",0.791,0.755,0,-3.729,1,0.0568,0.00452,0,0.163,0.426,125.014,4
spotify:track:3WDaeEFLfqdVGtgShqWbU6,"As Máscaras (Se Deixa Levar) - Promo","As Máscaras","Claudia Leitte",2010-06-18,203213,24,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T12:21:08Z,"axé,brazilian pop","Best",0.633,0.981,4,-4.728,0,0.328,0.257,0.00000134,0.475,0.385,153.901,4
spotify:track:1CZOrmHUUjeDP7N2B4Ba6S,"Bad Romance","The Fame Monster (Explicit Version)","Lady Gaga",2009-01-01,294573,2,true,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T12:21:08Z,"art pop,pop","Streamline/Interscope",0.696,0.921,0,-3.755,1,0.0363,0.00314,0.0000524,0.0842,0.714,119.001,4
spotify:track:16sbugRbf9xEKlekuQ7Whm,"Imma Be","THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version]","Black Eyed Peas",2009-01-01,257560,66,true,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T12:21:08Z,"","Interscope",0.597,0.517,0,-6.963,1,0.366,0.179,0,0.307,0.413,92.035,4
spotify:track:3KgX2Lm9uzQmQKSorHItSU,"Estrela Cadente - Ao Vivo","Victor e Leo Ao Vivo e em Cores","Victor & Leo",2009-10-30,177586,42,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T12:21:08Z,"sertanejo,sertanejo tradicional,sertanejo universitário","Best",0.579,0.924,0,-5.366,1,0.0515,0.0338,0.000102,0.797,0.531,97.978,4
spotify:track:25gxXERzqhJ8Q8VWYGMWdW,"Voa Beija-Flor - Jorge & Mateus Elétrico [Final]","Jorge & Mateus Elétrico","Jorge & Mateus",2012-01-01,427333,38,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T12:21:08Z,"sertanejo,sertanejo universitário,arrocha,agronejo","Universal Music Ltda.",0.628,0.826,9,-9.008,1,0.104,0.24,0.0000297,0.347,0.666,103.361,4
spotify:track:5hlWtrnVUyAze5WkxF9P56,"Rude Boy","Rated R","Rihanna",2009-11-20,222920,2,true,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T12:21:08Z,"","Universal Music Group",0.563,0.75,11,-4.496,1,0.127,0.113,0,0.0788,0.812,173.906,4
spotify:track:6UaRii9AH6Zss9xNMEQ2M9,"Love The Way You Lie","Recovery","Eminem;Rihanna",2010-06-18,263373,5,true,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T12:21:08Z,"rap,hip hop","Universal Music Group",0.746,0.922,10,-5.014,1,0.236,0.246,0,0.515,0.638,86.961,4
spotify:track:2e2XwMMNEdERsHLpOg7aEM,"Russian Roulette","Rated R","Rihanna",2009-11-20,227533,0,true,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T12:21:08Z,"","Universal Music Group",0.48,0.486,6,-5.754,0,0.0447,0.046,0,0.107,0.265,80.051,4
spotify:track:3nI0piSOxAik2RCpHGloB7,"Só Os Loucos Sabem","Camisa 10 joga bola até na chuva","Charlie Brown Jr.",2009-09-16,210493,74,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T12:21:08Z,"brazilian rock,mpb,brazilian pop","Best",0.39,0.396,7,-8.18,1,0.0395,0.738,0,0.0991,0.57,192.178,4
spotify:track:7yUk1rCRWuvohiSDHbpLSD,"Hard","Rated R","Rihanna;Jeezy",2009-11-20,250600,0,true,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T12:21:08Z,"southern hip hop,crunk,rap,gangster rap","Universal Music Group",0.31,0.746,1,-3.599,1,0.111,0.0121,0,0.649,0.163,182.032,4
spotify:track:43y4wpk8iKaLAY21CsEmst,"Pode Ir Embora - Ao Vivo","De Volta aos Bares","Bruno & Marrone",2010-05-03,217666,61,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-06T12:21:08Z,"sertanejo,sertanejo tradicional,sertanejo universitário","Sony BMG Music Entertainment",0.494,0.75,0,-6.86,1,0.0942,0.294,0,0.923,0.57,165.899,4
