Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:7LxiQ3v6iEaejUgnBBphNS,"Se Eu Não Te Amasse Tanto Assim","Ivete Sangalo","Ivete Sangalo",1999-01-01,249440,53,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-09T12:12:19Z,"axé,pagode baiano,mpb,brazilian pop","Universal Music Ltda.",0.586,0.138,2,-12.476,1,0.0297,0.863,0.00000152,0.109,0.134,99.576,4
spotify:track:2gLKfdEgosqeZs36dw6CoI,"Amor I Love You (feat. Marisa Monte) - Ao Vivo","Duetos 2","Roberto Carlos;Marisa Monte",2014-01-01,282680,29,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-09T12:12:19Z,"mpb,brega,bolero,nova mpb","Amigo Records",0.573,0.554,2,-10.392,1,0.0667,0.546,0,0.957,0.571,98.841,4
spotify:track:0n2SEXB2qoRQg171q7XqeW,"Smooth (feat. Rob Thomas)","Supernatural (Remastered)","Santana;Rob Thomas",1999-06-15,294986,71,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-09T12:12:19Z,"","Columbia/Legacy",0.609,0.923,9,-3.908,1,0.0338,0.16,0.00000473,0.295,0.961,115.996,4
spotify:track:0aASUtDb1N96NJDwmWj5Gf,"Anna Júlia","Los Hermanos","Los Hermanos",1999-06-05,212200,65,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-09T12:12:19Z,"brazilian rock,mpb,nova mpb,brazilian pop","Ariola",0.427,0.817,3,-5.196,1,0.0385,0.0445,0.0000167,0.0801,0.458,148.234,4
spotify:track:51Lv6jHnO1G9NeZ7CpPmcq,"Xibom Bombom","Xibom Bombom","As Meninas",2002-01-15,228880,0,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-09T12:12:19Z,"axé","INT'L LATIN AMERICA",0.92,0.796,9,-7.378,0,0.208,0.182,0,0.0506,0.966,148.577,4
spotify:track:3Oi1rRW0QdWsE7SGATTE2z,"Tô te filmando (Sorria)","Os Travessos","Os Travessos",2000-02-15,253440,57,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-09T12:12:20Z,"pagode,samba","WM Brazil",0.421,0.718,4,-5.903,0,0.0466,0.55,0,0.302,0.568,141.717,4
spotify:track:5bGmuxShUba9maPswDnhCs,"What a Girl Wants","Christina Aguilera (Expanded Edition)","Christina Aguilera",1999,215800,65,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-09T12:12:20Z,"","RCA Records Label",0.754,0.819,0,-6.833,1,0.112,0.0684,0,0.345,0.818,142.137,4
spotify:track:2BcOZ4vOeu2qZowIHrvTYy,"Music","Music","Madonna",2000-09-19,225973,48,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-09T12:12:20Z,"","Warner Records/Maverick",0.736,0.802,7,-8.527,1,0.0663,0.00149,0.0876,0.14,0.871,119.854,4
spotify:track:3PWzVTFwmXHKofuZkrwsF3,"El Arbi","Khaled","Khaled",1991,215000,0,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-09T12:12:20Z,"raï","Wrasse Records",0.731,0.532,0,-11.991,0,0.0387,0.0381,0.00000419,0.0368,0.975,140.346,4
spotify:track:3XKIUb7HzIF1Vu9usunMzc,"Maria Maria (feat. The Product G&B)","Supernatural (Remastered)","Santana;The Product G&B",1999-06-15,261973,73,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-09T12:12:21Z,"","Columbia/Legacy",0.777,0.601,2,-5.931,1,0.126,0.0406,0.00201,0.0348,0.68,97.911,4
