Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:0CaGWGWLvqYiAKpKSzfuKk,"Toque de Mágica","Sertanejo De Coração","Pedro & Thiago",2005-01-12,216400,41,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-05T14:12:28Z,"sertanejo universitário,sertanejo,brazilian pop","RCA Records Label",0.611,0.444,9,-11.265,1,0.0349,0.316,0,0.0831,0.296,72.04,4
spotify:track:2xojnyj7tQXi16MiXSThls,"Love Never Fails","Internacional (Audio)","Sandy e Junior",2002-01-01,217533,34,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-05T14:12:28Z,"brazilian pop,mpb,lullaby","Universal Music Ltda.",0.645,0.719,5,-4.783,1,0.0279,0.72,0,0.0963,0.66,94.97,4
spotify:track:5oWasD8te5KTYOeXi0rRqG,"Festa","Festa","Ivete Sangalo",2001-01-01,224800,0,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-05T14:12:28Z,"axé,pagode baiano,mpb,brazilian pop","Universal Music",0.772,0.849,2,-7.336,1,0.192,0.109,0,0.712,0.725,131.612,4
spotify:track:60a0Rd6pjrkxjPbaKzXjfq,"In the End","Hybrid Theory (Bonus Edition)","Linkin Park",2000-10-24,216880,89,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-05T14:12:28Z,"nu metal,rap metal,rock,alternative metal","Warner Records",0.556,0.864,3,-5.87,0,0.0584,0.00958,0,0.209,0.4,105.143,4
spotify:track:37qI0mchgzUSeUhPiwUWPY,"Wherever You Will Go","The Best Of...","The Calling",2011-02-04,209360,58,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-05T14:12:28Z,"pop rock","RCA/Legacy",0.551,0.696,2,-6.192,1,0.0265,0.0392,0,0.127,0.354,112.024,4
spotify:track:1iwJPQJet72W5EQbZsRJ3q,"Anjo","Kelly Key","Kelly Key",2001-08-17,171186,41,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-05T14:12:28Z,"brazilian pop","WM Brazil",0.739,0.567,2,-6.883,1,0.0263,0.016,0,0.0781,0.194,131.997,4
spotify:track:3E7ZwUMJFqpsDOJzEkBrQ7,"Can't Get You out of My Head","Fever","Kylie Minogue",2001-10-01,230640,80,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-05T14:12:28Z,"dance pop","Parlophone UK",0.766,0.563,9,-7.516,0,0.0339,0.0263,0.683,0.115,0.964,126.007,4
spotify:track:35J9vakuC3f18QTolNAQ6E,"Epitáfio","A Melhor Banda De Todos Os Tempos Da Última Semana","Titãs",2001-04-04,175373,69,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-05T14:12:28Z,"brazilian rock,mpb,brazilian pop,pop rock","Ariola",0.723,0.611,7,-7.006,1,0.0303,0.481,0.0000144,0.11,0.261,111.813,4
spotify:track:79f21uRzn79zWCxrsF17hj,"Carla","V.I.B.E.","Ls Jack",2002-01-18,248520,59,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-05T14:12:28Z,"brazilian rock,brazilian pop,mpb","Indie Records Ltda",0.579,0.88,2,-5.212,1,0.0285,0.00202,0,0.329,0.848,135.01,4
spotify:track:5xEM5hIgJ1jjgcEBfpkt2F,"Complicated","Let Go","Avril Lavigne",2002-06-04,244506,84,false,0ud4plxqcvksx3rt4vu0v3pt4,2019-09-05T14:12:28Z,"","Arista",0.585,0.776,5,-5.898,1,0.0459,0.0572,0.00000774,0.3,0.427,77.987,4
